Centroid,Voltage Class (kV),Owner
"-96.675129, 35.253856","100-161","OKLAHOMA GAS & ELECTRIC CO"
"-98.694746, 35.512366","100-161","PUBLIC SERVICE CO OF OKLAHOMA"
"-93.761609, 32.518045","100-161","NOT AVAILABLE"
"-95.111701, 29.721001","100-161","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC"
"-98.227594, 35.083198","100-161","PUBLIC SERVICE CO OF OKLAHOMA"
"-107.486268, 32.554034","100-161","SIERRA ELECTRIC COOPERATIVE"
"-99.079961, 34.522025","100-161","PUBLIC SERVICE CO OF OKLAHOMA"
"-95.359700, 29.657066","100-161","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC"
"-98.310097, 34.563778","100-161","PUBLIC SERVICE CO OF OKLAHOMA"
"-102.108759, 36.003096","100-161","SOUTHWESTERN PUBLIC SERVICE CO"
"-97.529391, 35.538513","100-161","OKLAHOMA GAS & ELECTRIC CO"
"-96.751976, 33.938458","100-161","OKLAHOMA GAS & ELECTRIC CO"
"-97.784763, 30.304365","100-161","ONCOR ELECTRIC DELIVERY CO."
"-102.539868, 31.040655","100-161","AEP TEXAS NORTH CO."
"-95.065793, 29.723615","100-161","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC"
"-97.513920, 35.688418","100-161","OKLAHOMA GAS & ELECTRIC CO"
"-96.634531, 33.313502","100-161","ONCOR ELECTRIC DELIVERY CO."
"-94.628704, 34.088781","100-161","PUBLIC SERVICE CO OF OKLAHOMA"
"-94.752247, 34.155966","100-161","PUBLIC SERVICE CO OF OKLAHOMA"
"-95.546029, 34.081246","100-161","PUBLIC SERVICE CO OF OKLAHOMA"
"-95.233567, 29.710160","100-161","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC"
"-94.996462, 29.451112","100-161","CENTERPOINT ENERGY"
"-94.111165, 33.343699","100-161","BOWIE-CASS ELECTRIC COOP, INC"
"-95.481795, 34.028098","100-161","PUBLIC SERVICE CO OF OKLAHOMA"
"-97.856574, 36.345096","100-161","OKLAHOMA GAS & ELECTRIC CO"
"-95.400193, 29.703335","100-161","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC"
"-96.604242, 30.918146","100-161","CITY OF BRYAN - (TX)"
"-97.969849, 35.064689","100-161","PUBLIC SERVICE CO OF OKLAHOMA"
"-96.023477, 34.036288","100-161","OKLAHOMA GAS & ELECTRIC CO"
"-93.213491, 30.263845","100-161","ENTERGY LOUISIANA LLC"
"-98.769810, 35.486773","100-161","PUBLIC SERVICE CO OF OKLAHOMA"
"-96.433183, 34.629942","100-161","NOT AVAILABLE"
"-97.767896, 30.474678","100-161","ONCOR ELECTRIC DELIVERY CO."
"-97.265067, 33.943144","100-161","OKLAHOMA GAS & ELECTRIC CO"
"-97.520961, 35.596199","100-161","OKLAHOMA GAS & ELECTRIC CO"
"-96.681607, 34.071038","100-161","OKLAHOMA GAS & ELECTRIC CO"
"-97.206532, 30.486320","100-161","ONCOR ELECTRIC DELIVERY CO."
"-97.598701, 34.420208","100-161","NOT AVAILABLE"
"-99.629235, 35.275306","100-161","PUBLIC SERVICE CO OF OKLAHOMA"
"-97.458904, 34.180620","100-161","OKLAHOMA GAS & ELECTRIC CO"
"-96.282940, 35.082235","100-161","SOUTHWESTERN POWER ADMINISTRATION"
"-95.144835, 29.768109","100-161","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC"
"-97.639505, 35.624051","100-161","OKLAHOMA GAS & ELECTRIC CO"
"-97.602630, 35.545795","100-161","OKLAHOMA GAS & ELECTRIC CO"
"-96.937036, 32.594503","100-161","ONCOR ELECTRIC DELIVERY CO."
"-95.224270, 29.809701","100-161","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC"
"-97.638665, 35.440652","100-161","OKLAHOMA GAS & ELECTRIC CO"
"-99.724320, 35.819331","100-161","PUBLIC SERVICE CO OF OKLAHOMA"
"-98.426772, 36.375506","100-161","OKLAHOMA GAS & ELECTRIC CO"
"-97.444497, 35.812640","100-161","OKLAHOMA GAS & ELECTRIC CO"
"-97.646511, 30.364506","100-161","ONCOR ELECTRIC DELIVERY CO."
"-97.731244, 35.471778","100-161","OKLAHOMA GAS & ELECTRIC CO"
"-98.570726, 29.594964","100-161","BANDERA ELECTRIC COOP, INC"
"-96.717162, 33.060263","100-161","ONCOR ELECTRIC DELIVERY CO."
"-97.379307, 35.491448","100-161","OKLAHOMA GAS & ELECTRIC CO"
"-98.346331, 35.206993","100-161","PUBLIC SERVICE CO OF OKLAHOMA"
"-97.590307, 35.298691","100-161","NOT AVAILABLE"
"-96.296354, 33.808652","100-161","OKLAHOMA GAS & ELECTRIC CO"
"-94.770044, 31.326843","100-161","ONCOR ELECTRIC DELIVERY CO."
"-98.144790, 29.621885","100-161","BLUEBONNET ELECTRIC COOP, INC"
"-97.448942, 34.607952","100-161","OKLAHOMA GAS & ELECTRIC CO"
"-96.461383, 33.935387","100-161","OKLAHOMA GAS & ELECTRIC CO"
"-97.425757, 35.160306","100-161","OKLAHOMA GAS & ELECTRIC CO"
"-96.410154, 34.648667","100-161","NOT AVAILABLE"
"-94.418272, 33.884167","100-161","NOT AVAILABLE"
"-96.650820, 32.856365","100-161","ONCOR ELECTRIC DELIVERY CO."
"-96.158560, 34.054847","100-161","OKLAHOMA GAS & ELECTRIC CO"
"-97.372648, 27.954931","100-161","AEP TEXAS CENTRAL CO."
"-97.528240, 35.463989","100-161","OKLAHOMA GAS & ELECTRIC CO"
"-96.932401, 28.666048","100-161","AEP TEXAS CENTRAL COMPANY"
"-96.427689, 34.754106","100-161","SOUTHWESTERN POWER ADMINISTRATION"
"-97.208287, 32.784199","100-161","ONCOR ELECTRIC DELIVERY CO."
"-97.524691, 35.568627","100-161","OKLAHOMA GAS & ELECTRIC CO"
"-95.621975, 34.893743","100-161","PUBLIC SERVICE CO OF OKLAHOMA"
"-93.645733, 32.227414","100-161","NOT AVAILABLE"
"-96.915207, 35.614439","100-161","OKLAHOMA GAS & ELECTRIC CO"
"-95.329346, 29.702769","100-161","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC"
"-95.100445, 29.675378","100-161","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC"
"-106.314427, 31.843888","100-161","EL PASO ELECTRIC CO."
"-97.615544, 34.433735","100-161","NOT AVAILABLE"
"-98.457439, 34.760450","100-161","PUBLIC SERVICE CO OF OKLAHOMA"
"-97.436750, 35.463058","100-161","OKLAHOMA GAS & ELECTRIC CO"
"-97.459269, 35.291223","100-161","OKLAHOMA GAS & ELECTRIC CO"
"-96.854926, 32.814030","100-161","ONCOR ELECTRIC DELIVERY CO."
"-97.458026, 35.381101","100-161","OKLAHOMA GAS & ELECTRIC CO"
"-96.282896, 34.525593","100-161","NOT AVAILABLE"
"-95.112758, 29.880477","100-161","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC"
"-97.301824, 32.740902","100-161","ONCOR ELECTRIC DELIVERY CO."
"-97.120646, 34.200647","100-161","OKLAHOMA GAS & ELECTRIC CO"
"-97.417330, 35.192999","100-161","OKLAHOMA GAS & ELECTRIC CO"
"-98.310725, 34.600148","100-161","PUBLIC SERVICE CO OF OKLAHOMA"
"-96.371542, 34.567422","100-161","NOT AVAILABLE"
"-97.226616, 35.671994","100-161","OKLAHOMA GAS & ELECTRIC CO"
"-101.795190, 33.729616","100-161","SOUTH PLAINS ELECTRIC COOP INC"
"-99.343517, 36.338171","100-161","OKLAHOMA GAS & ELECTRIC CO"
"-97.174617, 34.185618","100-161","OKLAHOMA GAS & ELECTRIC CO"
"-97.400850, 35.139523","100-161","OKLAHOMA GAS & ELECTRIC CO"
"-97.901378, 36.438404","100-161","OKLAHOMA GAS & ELECTRIC CO"
"-97.512594, 34.187196","100-161","OKLAHOMA GAS & ELECTRIC CO"
"-103.196215, 32.715035","100-161","SOUTHWEST PUBLIC SERVICE COMPANY"
"-94.637880, 34.035492","100-161","PUBLIC SERVICE CO OF OKLAHOMA"
"-97.172096, 36.254093","100-161","OKLAHOMA GAS & ELECTRIC CO"
"-97.512903, 34.092502","100-161","NOT AVAILABLE"
"-97.783473, 33.245049","100-161","ONCOR ELECTRIC DELIVERY CO."
"-97.017361, 32.850845","100-161","ONCOR ELECTRIC DELIVERY CO."
"-93.980153, 32.305116","100-161","SOUTHWESTERN ELECTRIC POWER CO"
"-97.341614, 35.618382","100-161","OKLAHOMA GAS & ELECTRIC CO"
"-103.343587, 34.690428","100-161","FARMER'S ELECTIRC COOPERATIVE"
"-98.592630, 34.892027","100-161","PUBLIC SERVICE CO OF OKLAHOMA"
"-97.494008, 35.516527","100-161","OKLAHOMA GAS & ELECTRIC CO"
"-97.513913, 35.678018","100-161","OKLAHOMA GAS & ELECTRIC CO"
"-96.926175, 33.998085","100-161","OKLAHOMA GAS & ELECTRIC CO"
"-94.956581, 29.724962","100-161","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC"
"-104.295629, 31.795844","100-161","ONCOR ELECTRIC DELIVERY CO."
"-98.626843, 29.438618","100-161","BANDERA ELECTRIC COOP, INC"
"-94.762269, 34.038964","100-161","PUBLIC SERVICE CO OF OKLAHOMA"
"-95.447780, 29.667182","100-161","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC"
"-96.869030, 32.976776","100-161","ONCOR ELECTRIC DELIVERY CO."
"-97.585800, 35.588746","100-161","OKLAHOMA GAS & ELECTRIC CO"
"-97.542886, 30.888191","100-161","ONCOR ELECTRIC DELIVERY CO."
"-97.889087, 34.998091","100-161","PUBLIC SERVICE CO OF OKLAHOMA"
"-95.908535, 34.256188","100-161","PUBLIC SERVICE CO OF OKLAHOMA"
"-97.193654, 36.050834","100-161","OKLAHOMA GAS & ELECTRIC CO"
"-99.974485, 32.300650","100-161","AEP TEXAS NORTH CO."
"-98.566618, 34.906957","100-161","PUBLIC SERVICE CO OF OKLAHOMA"
"-94.748993, 33.881605","100-161","PUBLIC SERVICE CO OF OKLAHOMA"
"-95.905385, 33.256939","100-161","ONCOR ELECTRIC DELIVERY CO."
"-100.732633, 37.158849","100-161","NOT AVAILABLE"
"-98.035158, 35.486825","100-161","OKLAHOMA GAS & ELECTRIC CO"
"-98.349214, 30.587792","100-161","ONCOR ELECTRIC DELIVERY CO."
"-98.208357, 26.267506","100-161","AEP TEXAS CENTRAL CO."
"-99.402734, 35.768759","100-161","PUBLIC SERVICE CO OF OKLAHOMA"
"-97.116762, 34.201620","100-161","OKLAHOMA GAS & ELECTRIC CO"
"-95.612994, 34.927189","100-161","PUBLIC SERVICE CO OF OKLAHOMA"
"-93.944125, 33.584875","100-161","NOT AVAILABLE"
"-93.750388, 32.362642","100-161","SOUTHWESTERN ELECTRIC POWER CO"
"-96.046612, 35.375109","100-161","PUBLIC SERVICE CO OF OKLAHOMA"
"-100.807204, 37.123638","100-161","NOT AVAILABLE"
"-94.251437, 33.643128","100-161","SOUTHWESTERN ELECTRIC POWER CO"
"-103.250289, 34.411563","100-161","FARMER'S ELECTIRC COOPERATIVE"
"-93.993793, 32.585059","100-161","SOUTHWESTERN ELECTRIC POWER CO"
"-97.475020, 27.762778","100-161","AEP TEXAS CENTRAL CO."
"-93.346551, 30.189493","100-161","ENTERGY LOUISIANA LLC"
"-95.038054, 34.411273","100-161","PUBLIC SERVICE CO OF OKLAHOMA"
"-100.346240, 31.581758","100-161","COLEMAN COUNTY ELEC COOP, INC"
"-93.349222, 30.184998","100-161","ENTERGY LOUISIANA LLC"
"-96.721089, 34.867724","100-161","OKLAHOMA GAS & ELECTRIC CO"
"-100.496400, 37.269968","100-161","SOUTHERN PIONEER ELECTRIC COMPANY"
"-93.808547, 32.381315","100-161","SOUTHWESTERN ELECTRIC POWER CO"
"-98.854619, 35.564458","100-161","PUBLIC SERVICE CO OF OKLAHOMA"
"-98.351751, 35.100625","100-161","PUBLIC SERVICE CO OF OKLAHOMA"
"-96.548147, 32.837167","100-161","ONCOR ELECTRIC DELIVERY CO."
"-99.416338, 36.280808","100-161","OKLAHOMA GAS & ELECTRIC CO"
"-95.469862, 34.891202","100-161","PUBLIC SERVICE CO OF OKLAHOMA"
"-94.969196, 33.046225","100-161","UPSHUR RURAL ELEC COOP CORP"
"-97.044305, 34.502252","100-161","NOT AVAILABLE"
"-97.337955, 33.213687","100-161","ONCOR ELECTRIC DELIVERY CO."
"-97.334831, 32.753475","100-161","ONCOR ELECTRIC DELIVERY CO."
"-93.282833, 30.132833","100-161","ENTERGY LOUISIANA LLC"
"-97.546501, 35.613989","100-161","OKLAHOMA GAS & ELECTRIC CO"
"-103.302269, 32.611711","100-161","NOT AVAILABLE"
"-97.461949, 35.319123","100-161","OKLAHOMA GAS & ELECTRIC CO"
"-96.975830, 35.268249","100-161","OKLAHOMA GAS & ELECTRIC CO"
"-98.604844, 33.477273","100-161","ONCOR ELECTRIC DELIVERY CO."
"-98.407066, 35.435309","100-161","PUBLIC SERVICE CO OF OKLAHOMA"
"-97.979382, 26.142282","100-161","AEP TEXAS CENTRAL CO."
"-96.089087, 35.281399","100-161","PUBLIC SERVICE CO OF OKLAHOMA"
"-97.285779, 34.904570","100-161","NOT AVAILABLE"
"-97.422456, 32.479866","100-161","ONCOR ELECTRIC DELIVERY CO."
"-95.326024, 29.644113","100-161","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC"
"-96.865631, 32.452999","100-161","ONCOR ELECTRIC DELIVERY CO."
"-96.409625, 34.005305","100-161","OKLAHOMA GAS & ELECTRIC CO"
"-97.251289, 35.614030","100-161","OKLAHOMA GAS & ELECTRIC CO"
"-97.951669, 29.583736","100-161","BLUEBONNET ELECTRIC COOP, INC"
"-97.569442, 35.572423","100-161","OKLAHOMA GAS & ELECTRIC CO"
"-97.551666, 35.579995","100-161","OKLAHOMA GAS & ELECTRIC CO"
"-97.469635, 35.710544","100-161","OKLAHOMA GAS & ELECTRIC CO"
"-96.271338, 34.450112","100-161","NOT AVAILABLE"
"-94.684862, 34.138876","100-161","PUBLIC SERVICE CO OF OKLAHOMA"
"-97.274020, 34.167595","100-161","OKLAHOMA GAS & ELECTRIC CO"
"-98.328013, 35.110096","100-161","PUBLIC SERVICE CO OF OKLAHOMA"
"-95.541698, 34.870434","100-161","PUBLIC SERVICE CO OF OKLAHOMA"
"-95.139244, 34.028672","100-161","PUBLIC SERVICE CO OF OKLAHOMA"
"-96.849027, 32.700085","100-161","ONCOR ELECTRIC DELIVERY CO."
"-96.914843, 35.419966","100-161","OKLAHOMA GAS & ELECTRIC CO"
"-97.566598, 35.478249","100-161","OKLAHOMA GAS & ELECTRIC CO"
"-96.432136, 34.090769","100-161","OKLAHOMA GAS & ELECTRIC CO"
"-99.357007, 35.530605","100-161","PUBLIC SERVICE CO OF OKLAHOMA"
"-99.170890, 36.384916","100-161","OKLAHOMA GAS & ELECTRIC CO"
"-98.525887, 29.480783","100-161","BANDERA ELECTRIC COOP, INC"
"-101.811934, 33.561871","100-161","CITY OF LUBBOCK - (TX)"
"-97.253917, 35.510284","100-161","OKLAHOMA GAS & ELECTRIC CO"
"-101.843719, 34.298910","100-161","LIGHTHOUSE ELECTRIC COOP, INC"
"-97.410219, 32.665676","100-161","ONCOR ELECTRIC DELIVERY CO."
"-97.512153, 35.287558","100-161","OKLAHOMA GAS & ELECTRIC CO"
"-98.411774, 30.003693","100-161","PEDERNALES ELECTRIC COOP, INC"
"-99.292260, 35.343110","100-161","PUBLIC SERVICE CO OF OKLAHOMA"
"-95.320317, 34.020308","100-161","PUBLIC SERVICE CO OF OKLAHOMA"
"-97.618963, 35.638367","100-161","OKLAHOMA GAS & ELECTRIC CO"
"-97.092662, 36.166810","100-161","OKLAHOMA GAS & ELECTRIC CO"
"-97.364551, 34.179464","100-161","OKLAHOMA GAS & ELECTRIC CO"
"-96.858656, 32.958239","100-161","ONCOR ELECTRIC DELIVERY CO."
"-97.615613, 34.433518","100-161","NOT AVAILABLE"
"-98.518750, 28.934712","100-161","AEP TEXAS CENTRAL CO."
"-96.937358, 34.651918","100-161","NOT AVAILABLE"
"-94.388122, 32.558987","100-161","SOUTHWESTERN ELECTRIC POWER CO."
"-93.273694, 30.154081","100-161","ENTERGY LOUISIANA LLC"
"-96.724335, 33.364592","100-161","ONCOR ELECTRIC DELIVERY CO."
"-96.889244, 32.783984","100-161","ONCOR ELECTRIC DELIVERY CO."
"-93.872641, 32.572279","100-161","SOUTHWESTERN ELECTRIC POWER CO"
"-99.264858, 36.505254","100-161","OKLAHOMA GAS & ELECTRIC CO"
"-98.014424, 29.579274","100-161","BLUEBONNET ELECTRIC COOP, INC"
"-103.295654, 32.576062","100-161","SOUTHWEST PUBLIC SERVICE COMPANY"
"-97.486537, 35.442951","100-161","OKLAHOMA GAS & ELECTRIC CO"
"-97.469687, 35.710748","100-161","OKLAHOMA GAS & ELECTRIC CO"
"-96.976386, 35.541630","100-161","OKLAHOMA GAS & ELECTRIC CO"
"-97.136254, 33.958371","100-161","OKLAHOMA GAS & ELECTRIC CO"
"-97.568100, 36.008798","100-161","OKLAHOMA GAS & ELECTRIC CO"
"-94.725236, 34.010605","100-161","PUBLIC SERVICE CO OF OKLAHOMA"
"-99.279138, 36.385798","100-161","OKLAHOMA GAS & ELECTRIC CO"
"-92.921053, 30.820279","100-161","ENTERGY LOUISIANA LLC"
"-94.867791, 32.463884","100-161","SOUTHWESTERN ELECTRIC POWER CO."
"-97.112087, 36.113202","100-161","OKLAHOMA GAS & ELECTRIC CO"
"-95.517752, 30.293434","100-161","CENTERPOINT ENERGY"
"-96.305870, 35.911961","100-161","NOT AVAILABLE"
"-93.988352, 32.558706","100-161","SOUTHWESTERN ELECTRIC POWER CO"
"-96.614706, 35.146007","100-161","OKLAHOMA GAS & ELECTRIC CO"
"-98.677105, 35.513767","100-161","PUBLIC SERVICE CO OF OKLAHOMA"
"-106.627332, 35.000083","100-161","PUBLIC SERVICE COMPANY OF NEW MEXICO"
"-93.845735, 32.392831","100-161","SOUTHWESTERN ELECTRIC POWER CO"
"-96.585243, 35.269814","100-161","OKLAHOMA GAS & ELECTRIC CO"
"-94.136979, 30.010586","100-161","ENTERGY TEXAS, INC."
"-97.763782, 36.407409","100-161","OKLAHOMA GAS & ELECTRIC CO"
"-97.636230, 35.434945","100-161","OKLAHOMA GAS & ELECTRIC CO"
"-96.308787, 32.787679","100-161","ONCOR ELECTRIC DELIVERY CO."
"-96.785064, 28.526970","100-161","AEP TEXAS CENTRAL COMPANY"
"-100.495477, 31.418035","100-161","AEP TEXAS NORTH CO."
"-95.489475, 34.172198","100-161","PUBLIC SERVICE CO OF OKLAHOMA"
"-96.741263, 32.615059","100-161","FARMERS ELECTRIC COOP, INC - (TX)"
"-97.816928, 36.386305","100-161","OKLAHOMA GAS & ELECTRIC CO"
"-97.638922, 35.606498","100-161","OKLAHOMA GAS & ELECTRIC CO"
"-99.302181, 35.940720","100-161","PUBLIC SERVICE CO OF OKLAHOMA"
"-98.559547, 29.517677","100-161","BANDERA ELECTRIC COOP, INC"
"-93.327731, 30.193307","100-161","ENTERGY LOUISIANA LLC"
"-97.476729, 35.358071","100-161","OKLAHOMA GAS & ELECTRIC CO"
"-95.806907, 31.686002","100-161","ONCOR ELECTRIC DELIVERY CO."
"-96.425303, 29.521009","100-161","AEP TEXAS CENTRAL CO."
"-97.435142, 35.247301","100-161","OKLAHOMA GAS & ELECTRIC CO"
"-98.366743, 35.101562","100-161","PUBLIC SERVICE CO OF OKLAHOMA"
"-97.346477, 32.759687","100-161","ONCOR ELECTRIC DELIVERY CO."
"-97.847414, 35.250475","100-161","PUBLIC SERVICE CO OF OKLAHOMA"
"-95.339570, 29.009172","100-161","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC"
"-97.456611, 35.714570","100-161","OKLAHOMA GAS & ELECTRIC CO"
"-96.644176, 35.376417","100-161","OKLAHOMA GAS & ELECTRIC CO"
"-96.628789, 32.834391","100-161","ONCOR ELECTRIC DELIVERY CO."
"-95.091507, 29.717957","100-161","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC"
"-101.542931, 35.345666","100-161","SOUTHWESTERN PUBLIC SERVICE CO."
"-93.723449, 32.498671","100-161","SOUTHWESTERN ELECTRIC POWER CO"
"-97.170722, 34.197240","100-161","OKLAHOMA GAS & ELECTRIC CO"
"-97.589622, 35.298690","100-161","NOT AVAILABLE"
"-97.282888, 35.652912","100-161","OKLAHOMA GAS & ELECTRIC CO"
"-97.544531, 26.066434","100-161","BROWNSVILLE PUBLIC UTILITIES BOARD"
"-96.358274, 29.581142","100-161","AEP TEXAS CENTRAL CO."
"-95.209498, 34.483056","100-161","PUBLIC SERVICE CO OF OKLAHOMA"
"-97.833513, 35.486284","100-161","OKLAHOMA GAS & ELECTRIC CO"
"-96.372253, 34.098934","100-161","OKLAHOMA GAS & ELECTRIC CO"
"-98.475907, 35.016409","100-161","PUBLIC SERVICE CO OF OKLAHOMA"
"-93.984077, 32.652464","100-161","SOUTHWESTERN ELECTRIC POWER CO"
"-97.119714, 33.258009","100-161","ONCOR ELECTRIC DELIVERY CO."
"-98.455224, 36.706575","100-161","OKLAHOMA GAS & ELECTRIC CO"
"-101.805091, 35.209535","100-161","SOUTHWESTERN PUBLIC SERVICE CO."
"-97.404081, 34.805010","100-161","OKLAHOMA GAS & ELECTRIC CO"
"-96.736272, 34.050986","100-161","OKLAHOMA GAS & ELECTRIC CO"
"-102.372689, 31.989074","100-161","ONCOR ELECTRIC DELIVERY CO."
"-106.558802, 35.109772","100-161","PUBLIC SERVICE COMPANY OF NEW MEXICO"
"-97.680995, 35.568227","100-161","OKLAHOMA GAS & ELECTRIC CO"
"-106.140460, 32.514132","100-161","EL PASO ELECTRIC POWER COMPANY"
"-94.690271, 34.054748","100-161","PUBLIC SERVICE CO OF OKLAHOMA"
"-97.881674, 36.307788","100-161","OKLAHOMA GAS & ELECTRIC CO"
"-95.382572, 34.002321","100-161","PUBLIC SERVICE CO OF OKLAHOMA"
"-97.334154, 32.740877","100-161","ONCOR ELECTRIC DELIVERY CO."
"-95.359478, 28.982999","100-161","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC"
"-95.725719, 34.940540","100-161","PUBLIC SERVICE CO OF OKLAHOMA"
"-102.806305, 34.557094","100-161","BAILEY COUNTY ELEC COOP ASSN"
"-97.008871, 35.580062","100-161","OKLAHOMA GAS & ELECTRIC CO"
"-96.462121, 34.093653","100-161","OKLAHOMA GAS & ELECTRIC CO"
"-98.524998, 29.005548","100-161","AEP TEXAS CENTRAL COMPANY"
"-96.640501, 35.442950","100-161","OKLAHOMA GAS & ELECTRIC CO"
"-98.658871, 33.290886","100-161","ONCOR ELECTRIC DELIVERY CO."
"-97.699902, 30.555804","100-161","ONCOR ELECTRIC DELIVERY CO."
"-95.471350, 30.462452","100-161","MID-SOUTH ELECTRIC COOP ASSN"
"-93.977310, 29.878506","100-161","ENTERGY TEXAS, INC."
"-98.234383, 29.568935","100-161","BLUEBONNET ELECTRIC COOP, INC"
"-97.701785, 30.394763","100-161","ONCOR ELECTRIC DELIVERY CO."
"-99.149681, 28.906533","100-161","AEP TEXAS CENTRAL COMPANY"
"-95.364397, 29.763016","100-161","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC"
"-97.971961, 29.594927","100-161","BLUEBONNET ELECTRIC COOP, INC"
"-95.351661, 28.985717","100-161","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC"
"-98.158912, 29.643880","100-161","GUADALUPE VALLEY ELEC COOP INC"
"-106.514427, 35.053831","100-161","PUBLIC SERVICE COMPANY OF NEW MEXICO"
"-106.067057, 32.890377","100-161","OTERO COUNTY ELECTRIC COOPERATIVE"
"-95.079468, 33.993961","100-161","PUBLIC SERVICE CO OF OKLAHOMA"
"-96.643021, 35.390577","100-161","OKLAHOMA GAS & ELECTRIC CO"
"-96.976267, 30.700794","100-161","ONCOR ELECTRIC DELIVERY CO."
"-96.125586, 35.337724","100-161","PUBLIC SERVICE CO OF OKLAHOMA"
"-94.380195, 32.775296","100-161","SOUTHWESTERN ELECTRIC POWER CO."
"-99.027071, 34.464721","100-161","PUBLIC SERVICE CO OF OKLAHOMA"
"-96.743623, 34.089044","100-161","OKLAHOMA GAS & ELECTRIC CO"
"-95.514775, 30.733319","100-161","ENTERGY TEXAS, INC."
"-97.153611, 36.346025","100-161","OKLAHOMA GAS & ELECTRIC CO"
"-97.445134, 34.724201","100-161","OKLAHOMA GAS & ELECTRIC CO"
"-97.493524, 35.384419","100-161","OKLAHOMA GAS & ELECTRIC CO"
"-96.083913, 34.442906","100-161","NOT AVAILABLE"
"-94.992419, 29.746645","100-161","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC"
"-98.468825, 29.783221","100-161","GUADALUPE VALLEY ELEC COOP INC"
"-97.463693, 35.406196","100-161","OKLAHOMA GAS & ELECTRIC CO"
"-96.604575, 28.833726","100-161","AEP TEXAS CENTRAL COMPANY"
"-98.272946, 26.158698","100-161","AEP"
"-96.764708, 31.967906","100-161","ONCOR ELECTRIC DELIVERY CO."
"-96.453142, 30.072889","100-161","BLUEBONNET ELECTRIC COOP, INC"
"-98.525146, 33.836417","100-161","ONCOR ELECTRIC DELIVERY CO."
"-93.757780, 32.515095","100-161","SOUTHWESTERN ELECTRIC POWER CO"
"-97.718785, 30.384839","100-161","ONCOR ELECTRIC DELIVERY CO."
"-101.792777, 33.532317","100-161","CITY OF LUBBOCK - (TX)"
"-96.510732, 29.456523","100-161","NOT AVAILABLE"
"-97.587695, 35.660258","100-161","OKLAHOMA GAS & ELECTRIC CO"
"-97.914657, 36.369731","100-161","OKLAHOMA GAS & ELECTRIC CO"
"-97.512552, 35.319848","100-161","OKLAHOMA GAS & ELECTRIC CO"
"-95.768695, 29.685469","100-161","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC"
"-98.143945, 26.235005","100-161","AEP TEXAS CENTRAL COMPANY"
"-96.745421, 34.713717","100-161","NOT AVAILABLE"
"-96.985657, 32.951718","100-161","ONCOR ELECTRIC DELIVERY CO."
"-98.054383, 35.007644","100-161","PUBLIC SERVICE CO OF OKLAHOMA"
"-106.620415, 35.076162","100-161","PUBLIC SERVICE COMPANY OF NEW MEXICO"
"-95.900130, 29.536426","100-161","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC"
"-94.956116, 29.379484","100-161","TEXAS-NEW MEXICO POWER CO."
"-97.492277, 35.612140","100-161","OKLAHOMA GAS & ELECTRIC CO"
"-96.466518, 34.081029","100-161","OKLAHOMA GAS & ELECTRIC CO"
"-97.010421, 28.787362","100-161","AEP TEXAS CENTRAL COMPANY"
"-98.407117, 29.349175","100-161","BANDERA ELECTRIC COOP, INC"
"-95.073314, 29.700830","100-161","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC"
"-96.035477, 35.246713","100-161","PUBLIC SERVICE CO OF OKLAHOMA"
"-93.922192, 32.441111","100-161","SOUTHWESTERN ELECTRIC POWER CO"
"-93.966124, 32.490171","100-161","SOUTHWESTERN ELECTRIC POWER CO"
"-97.182315, 35.510600","100-161","OKLAHOMA GAS & ELECTRIC CO"
"-97.585978, 35.588750","100-161","OKLAHOMA GAS & ELECTRIC CO"
"-97.991064, 32.135908","100-161","ONCOR ELECTRIC DELIVERY CO."
"-97.435275, 34.368172","100-161","OKLAHOMA GAS & ELECTRIC CO"
"-99.180057, 35.322066","100-161","PUBLIC SERVICE CO OF OKLAHOMA"
"-97.646686, 35.477130","100-161","OKLAHOMA GAS & ELECTRIC CO"
"-97.121839, 32.851839","100-161","ONCOR ELECTRIC DELIVERY CO."
"-98.342740, 29.443417","100-161","BANDERA ELECTRIC COOP, INC"
"-96.354456, 34.079504","100-161","OKLAHOMA GAS & ELECTRIC CO"
